timestamp,reflux_ratio,feed_rate,feed_composition,top_purity,bottom_purity,reboiler_duty,condenser_duty,distillate_rate,bottoms_rate,top_temperature,bottom_temperature,feed_temperature,column_pressure,steam_flow,cooling_water_flow,operator_shift,maintenance_flag
2025-01-01 13:00:00,1.97,106.4,0.4627,0.88,0.0443,196.93,207.42,53.3,53.1,83.0,112.3,90.7,102.25,0.09,8.3,B,0
2025-01-01 14:00:00,2.12,111.1,0.5658,0.9058,0.0411,217.42,220.87,67.4,43.7,90.5,108.3,92.0,99.93,0.1,8.8,A,0
2025-01-01 15:00:00,3.05,102.3,0.5033,0.8832,0.0535,270.52,258.09,55.5,46.9,81.0,110.7,98.6,99.83,0.12,10.3,B,0
2025-01-01 16:00:00,2.69,78.4,0.4141,0.88,0.0345,192.79,202.28,35.2,43.2,79.9,110.0,87.1,101.74,0.09,8.1,C,0
2025-01-01 17:00:00,3.75,140.6,0.5367,0.88,0.0571,347.18,349.48,82.0,58.7,83.1,109.9,94.8,104.42,0.16,14.0,C,0
2025-01-01 18:00:00,2.77,112.3,0.4428,0.88,0.0473,264.31,264.49,53.4,59.0,79.2,112.7,95.7,96.77,0.12,10.6,A,0
2025-01-01 19:00:00,2.37,116.0,0.6436,0.9266,0.0616,252.96,261.58,78.0,37.9,83.2,109.5,97.2,100.1,0.11,10.5,A,0
2025-01-01 20:00:00,4.67,109.1,0.6236,0.9592,0.0674,402.02,411.88,68.1,41.1,81.8,108.8,96.7,106.26,0.18,16.5,C,0
2025-01-01 21:00:00,3.32,99.0,0.5483,0.8851,0.0585,288.39,278.01,58.6,40.3,79.7,108.4,104.9,103.77,0.13,11.1,B,0
2025-01-01 22:00:00,3.55,107.2,0.6089,0.9055,0.0593,292.54,292.43,69.6,37.6,83.5,109.7,90.6,103.52,0.13,11.7,C,0
2025-01-01 23:00:00,2.36,86.0,0.5052,0.88,0.0484,186.59,206.57,47.2,38.8,82.3,108.5,91.8,102.52,0.08,8.3,B,0
2025-01-02 00:00:00,3.06,144.2,0.5612,0.88,0.0616,336.27,312.5,88.0,56.1,84.3,108.3,98.0,102.23,0.15,12.5,A,0
2025-01-02 01:00:00,3.59,91.5,0.6182,0.9252,0.063,248.9,253.45,58.9,32.6,87.0,108.2,96.1,99.9,0.11,10.1,C,0
2025-01-02 02:00:00,2.58,94.5,0.5196,0.9428,0.0572,227.72,251.68,49.4,45.2,80.5,108.3,96.8,99.63,0.1,10.1,B,0
2025-01-02 03:00:00,3.8,103.4,0.4796,0.88,0.036,324.03,310.74,54.3,49.1,80.8,108.5,88.0,103.72,0.15,12.4,B,0
2025-01-02 04:00:00,3.02,129.3,0.3636,0.88,0.0369,342.13,346.34,50.1,79.2,78.0,110.8,105.9,99.68,0.16,13.9,C,0
2025-01-02 05:00:00,3.27,110.2,0.4933,0.88,0.0414,275.44,272.47,59.4,50.8,83.6,106.1,97.3,102.15,0.13,10.9,C,0
2025-01-02 06:00:00,3.02,91.5,0.5659,0.88,0.0565,224.36,247.86,56.6,34.9,80.1,108.6,87.1,101.76,0.1,9.9,B,0
2025-01-02 07:00:00,4.98,128.8,0.5757,0.9085,0.0611,419.08,366.91,78.2,50.6,83.0,109.8,98.1,107.88,0.19,14.7,B,0
2025-01-02 08:00:00,3.49,121.0,0.5403,0.88,0.0627,269.06,269.44,70.7,50.3,85.5,112.3,89.5,100.82,0.12,10.8,A,0
2025-01-02 09:00:00,2.65,118.1,0.4567,0.8998,0.041,239.77,228.73,57.2,60.9,79.9,109.5,99.6,104.81,0.11,9.1,B,0
2025-01-02 10:00:00,4.16,120.7,0.3419,0.8941,0.0316,360.3,335.53,43.4,77.3,80.6,109.7,88.4,103.42,0.16,13.4,C,0
2025-01-02 11:00:00,2.52,145.9,0.4604,0.88,0.0456,316.8,299.77,72.5,73.4,85.0,109.8,100.0,100.95,0.14,12.0,C,0
2025-01-02 12:00:00,3.67,142.8,0.4757,0.8965,0.0427,399.54,375.08,72.4,70.4,84.1,106.4,88.9,97.57,0.18,15.0,B,0
2025-01-02 13:00:00,1.93,99.7,0.475,0.88,0.0524,184.76,187.72,50.9,48.8,83.8,111.3,90.1,101.14,0.08,7.5,B,0
2025-01-02 14:00:00,2.44,134.4,0.5495,0.9225,0.0546,269.58,268.32,76.6,57.7,80.8,111.2,95.7,104.0,0.12,10.7,B,0
2025-01-02 15:00:00,3.66,115.7,0.6589,0.88,0.0665,312.28,311.55,84.3,31.5,77.7,111.6,91.9,97.63,0.14,12.5,A,0
2025-01-02 16:00:00,4.09,117.5,0.5099,0.881,0.0541,337.65,305.02,64.8,52.7,79.9,115.0,92.2,103.81,0.15,12.2,C,0
2025-01-02 17:00:00,3.64,84.6,0.4827,0.88,0.0479,259.68,253.72,44.2,40.4,79.0,107.4,87.4,105.33,0.12,10.1,C,0
2025-01-02 18:00:00,3.41,107.4,0.4793,0.88,0.0438,255.8,285.06,56.0,51.5,83.7,107.0,93.4,101.59,0.12,11.4,B,0
2025-01-02 19:00:00,3.26,97.8,0.51,0.88,0.0507,234.35,242.48,54.2,43.6,82.9,111.4,99.4,104.04,0.11,9.7,A,0
2025-01-02 20:00:00,2.32,122.4,0.4337,0.88,0.0391,246.99,230.86,57.5,65.0,80.2,109.3,104.4,101.72,0.11,9.2,A,0
2025-01-02 21:00:00,2.92,126.1,0.5096,0.9107,0.0515,263.57,248.35,67.2,58.9,80.7,108.0,99.1,103.01,0.12,9.9,B,0
2025-01-02 22:00:00,3.13,78.9,0.5361,0.8824,0.0586,181.98,196.43,45.7,33.2,83.4,109.4,98.4,105.78,0.08,7.9,C,1
2025-01-02 23:00:00,4.35,109.7,0.5168,0.8838,0.0458,299.35,295.73,61.6,48.0,81.0,108.8,86.6,96.64,0.14,11.8,A,0
2025-01-03 00:00:00,3.77,126.8,0.5366,0.921,0.046,345.45,325.0,71.1,55.7,80.3,113.4,94.9,99.0,0.16,13.0,B,0
2025-01-03 01:00:00,2.09,107.2,0.5347,0.88,0.0537,226.04,253.21,62.4,44.8,87.9,114.5,91.7,105.05,0.1,10.1,C,0
2025-01-03 02:00:00,3.76,120.9,0.3582,0.88,0.032,356.53,382.73,46.5,74.4,80.4,106.7,87.4,105.61,0.16,15.3,C,0
2025-01-03 03:00:00,3.19,115.3,0.5509,0.883,0.0553,329.96,316.76,69.0,46.2,84.0,107.0,88.6,97.08,0.15,12.7,B,0
2025-01-03 04:00:00,2.96,115.1,0.4463,0.88,0.0462,280.18,288.54,55.2,59.9,83.2,108.5,98.3,105.99,0.13,11.5,C,0
2025-01-03 05:00:00,3.99,105.9,0.4123,0.88,0.0305,320.5,325.0,47.6,58.3,77.4,108.6,92.2,93.58,0.15,13.0,A,0
2025-01-03 06:00:00,4.32,91.8,0.4116,0.9053,0.0446,288.16,297.87,39.1,52.6,80.0,108.4,87.6,103.18,0.13,11.9,C,0
2025-01-03 07:00:00,4.25,93.2,0.5347,0.907,0.0476,289.43,278.14,52.8,40.4,84.5,109.6,91.8,101.96,0.13,11.1,A,0
2025-01-03 08:00:00,2.83,120.6,0.4822,0.8933,0.0481,328.99,346.76,62.0,58.7,81.6,109.1,96.4,99.1,0.15,13.9,A,0
2025-01-03 09:00:00,3.25,110.3,0.3654,0.893,0.0332,290.64,286.2,42.6,67.7,77.6,107.3,91.6,99.29,0.13,11.4,B,0
2025-01-03 10:00:00,3.77,107.9,0.5382,0.9386,0.0511,316.08,314.34,59.2,48.7,83.2,107.9,88.9,99.4,0.14,12.6,B,0
2025-01-03 11:00:00,4.28,103.6,0.3848,0.88,0.047,292.3,288.48,42.0,61.6,80.3,113.1,90.4,100.69,0.13,11.5,C,0
2025-01-03 12:00:00,3.12,105.4,0.5112,0.9077,0.0527,275.9,272.88,56.5,48.9,83.3,109.3,99.4,107.26,0.13,10.9,A,0
2025-01-03 13:00:00,3.35,125.7,0.5191,0.88,0.0564,341.5,334.32,70.6,55.1,90.1,109.2,84.6,103.77,0.16,13.4,A,0
2025-01-03 14:00:00,2.61,105.0,0.5708,0.88,0.0578,260.8,248.53,65.5,39.5,83.1,107.0,93.7,105.6,0.12,9.9,A,0
2025-01-03 15:00:00,2.54,89.9,0.6425,0.9003,0.0674,219.26,208.01,62.1,27.8,83.8,109.1,94.4,100.33,0.1,8.3,A,0
2025-01-03 16:00:00,4.15,121.2,0.3908,0.88,0.0412,358.02,341.07,50.5,70.7,81.2,111.9,91.2,101.99,0.16,13.6,A,0
2025-01-03 17:00:00,4.58,106.9,0.4958,0.88,0.0509,343.53,319.15,57.4,49.5,78.6,111.2,90.2,98.09,0.16,12.8,C,0
2025-01-03 18:00:00,3.44,110.5,0.4779,0.9198,0.0533,293.61,296.4,54.1,56.3,85.1,111.6,99.9,100.46,0.13,11.9,A,0
2025-01-03 19:00:00,4.3,134.1,0.5347,0.9023,0.0543,409.4,395.54,76.0,58.1,80.2,107.6,99.9,99.64,0.19,15.8,B,1
2025-01-03 20:00:00,3.79,109.7,0.5173,0.8836,0.0632,345.97,334.27,60.7,49.0,81.3,107.6,95.5,102.77,0.16,13.4,B,0
2025-01-03 21:00:00,2.98,114.3,0.4718,0.88,0.052,302.19,315.89,58.0,56.4,87.4,112.3,92.3,99.18,0.14,12.6,A,0
2025-01-03 22:00:00,3.79,92.3,0.4647,0.9079,0.0408,287.7,284.47,45.1,47.2,81.0,111.7,95.6,98.79,0.13,11.4,C,0
2025-01-03 23:00:00,4.73,106.7,0.4107,0.9063,0.0402,417.77,369.22,45.6,61.1,85.6,109.5,97.0,102.49,0.19,14.8,B,0
2025-01-04 00:00:00,3.47,119.1,0.579,0.899,0.0599,245.61,246.44,73.7,45.4,83.2,111.7,94.4,101.14,0.11,9.9,C,0
2025-01-04 01:00:00,4.75,86.7,0.5367,0.88,0.0539,287.78,298.94,50.7,36.0,80.3,107.6,97.2,99.2,0.13,12.0,B,0
2025-01-04 02:00:00,1.5,113.0,0.5734,0.88,0.0608,191.11,187.14,70.7,42.3,83.0,107.5,93.2,98.76,0.09,7.5,A,0
2025-01-04 03:00:00,4.16,111.5,0.4752,0.9143,0.0515,318.23,309.23,54.8,56.8,79.9,106.8,79.2,99.2,0.14,12.4,B,0
2025-01-04 04:00:00,3.57,110.6,0.4475,0.9109,0.0379,279.25,284.19,51.9,58.7,84.7,110.7,94.0,103.74,0.13,11.4,A,0
2025-01-04 05:00:00,3.26,125.6,0.4137,0.88,0.0478,271.56,301.43,55.2,70.3,85.7,110.4,98.4,102.55,0.12,12.1,A,1
2025-01-04 06:00:00,3.57,115.0,0.5287,0.8812,0.0504,304.82,314.75,66.2,48.8,82.1,109.0,95.2,99.03,0.14,12.6,A,0
2025-01-04 07:00:00,1.91,132.2,0.4168,0.88,0.0387,259.5,262.04,59.4,72.8,86.0,108.4,96.7,99.15,0.12,10.5,B,0
2025-01-04 08:00:00,3.32,95.1,0.6479,0.8926,0.0618,271.52,276.8,67.1,28.0,82.5,114.8,93.6,97.86,0.12,11.1,C,0
2025-01-04 09:00:00,3.79,112.0,0.3954,0.88,0.0436,297.93,269.21,47.1,64.9,84.7,109.5,94.0,100.12,0.14,10.8,B,0
2025-01-04 10:00:00,4.68,111.3,0.5219,0.88,0.0509,373.09,340.48,63.2,48.1,90.9,112.8,95.9,101.67,0.17,13.6,C,0
2025-01-04 11:00:00,3.09,94.0,0.6253,0.9297,0.0592,267.99,275.21,61.1,32.9,89.4,109.7,104.7,98.66,0.12,11.0,A,0
2025-01-04 12:00:00,2.85,124.3,0.5479,0.9232,0.0527,253.15,256.91,70.7,53.6,81.5,109.0,99.2,107.86,0.12,10.3,C,0
2025-01-04 13:00:00,3.1,144.9,0.5141,0.88,0.0424,342.17,335.04,81.6,63.3,82.9,112.8,98.5,103.17,0.16,13.4,A,0
2025-01-04 14:00:00,4.23,109.7,0.4225,0.88,0.038,345.34,334.04,50.1,59.6,78.8,111.6,96.0,101.2,0.16,13.4,B,0
2025-01-04 15:00:00,3.76,117.6,0.3895,0.905,0.0327,330.29,320.67,48.1,69.5,84.4,110.0,88.3,101.56,0.15,12.8,C,0
2025-01-04 16:00:00,3.08,111.3,0.5616,0.88,0.0548,296.06,292.95,68.3,42.9,83.2,112.3,101.1,97.13,0.13,11.7,C,0
2025-01-04 17:00:00,3.91,99.3,0.6205,0.9201,0.0654,257.29,247.15,64.5,34.8,79.7,115.0,99.5,97.7,0.12,9.9,C,0
2025-01-04 18:00:00,3.58,82.7,0.4649,0.88,0.0493,220.22,225.05,41.4,41.3,85.6,108.5,96.8,105.27,0.1,9.0,B,0
2025-01-04 19:00:00,4.27,99.4,0.4089,0.88,0.0472,330.08,303.12,43.2,56.2,81.2,110.9,94.8,106.21,0.15,12.1,C,0
2025-01-04 20:00:00,2.94,89.1,0.3033,0.88,0.0355,195.62,201.13,28.3,60.9,80.4,109.2,97.7,94.65,0.09,8.0,A,0
2025-01-04 21:00:00,3.24,135.6,0.4215,0.9113,0.0395,360.56,364.81,59.4,76.2,83.2,108.1,93.8,102.71,0.16,14.6,B,0
2025-01-04 22:00:00,3.19,108.3,0.4909,0.9001,0.0492,286.83,281.6,56.2,52.1,80.6,108.1,98.6,105.44,0.13,11.3,A,0
2025-01-04 23:00:00,2.33,104.8,0.6279,0.923,0.0626,237.41,247.81,68.9,35.9,81.9,113.2,90.8,100.27,0.11,9.9,A,0
2025-01-05 00:00:00,3.74,123.3,0.5539,0.88,0.0446,328.41,320.76,75.2,48.2,87.2,106.4,85.4,105.86,0.15,12.8,B,0
2025-01-05 01:00:00,3.71,93.2,0.5244,0.9633,0.0464,280.55,273.88,48.6,44.6,80.2,111.0,89.0,103.6,0.13,11.0,A,0
2025-01-05 02:00:00,3.5,98.5,0.468,0.88,0.046,245.82,238.41,49.8,48.7,84.0,108.3,95.7,102.65,0.11,9.5,C,0
2025-01-05 03:00:00,3.31,111.0,0.4533,0.8931,0.0445,279.46,272.79,53.5,57.5,80.2,113.5,93.5,100.57,0.13,10.9,A,0
2025-01-05 04:00:00,2.37,125.4,0.6125,0.88,0.0638,261.98,264.72,84.3,41.1,79.1,109.5,94.3,101.58,0.12,10.6,C,0
2025-01-05 05:00:00,3.16,117.5,0.5161,0.88,0.0539,272.67,278.49,65.7,51.8,81.8,109.3,88.5,99.96,0.12,11.1,B,0
2025-01-05 06:00:00,3.23,113.7,0.3318,0.9312,0.0243,295.53,292.74,38.6,75.2,90.1,113.1,96.5,102.19,0.13,11.7,A,0
2025-01-05 07:00:00,2.86,111.2,0.4461,0.9079,0.0472,239.92,250.56,51.5,59.6,84.3,111.8,89.8,102.06,0.11,10.0,A,0
2025-01-05 08:00:00,3.37,116.0,0.4313,0.88,0.044,310.34,283.73,53.7,62.3,83.4,111.1,97.5,100.0,0.14,11.3,C,0
2025-01-05 09:00:00,3.82,113.0,0.4563,0.88,0.0487,370.05,368.17,55.4,57.6,80.4,111.6,87.9,95.46,0.17,14.7,A,0
2025-01-05 10:00:00,5.01,94.6,0.545,0.88,0.0598,298.38,279.31,55.9,38.6,80.8,107.8,90.8,100.72,0.14,11.2,C,0
2025-01-05 11:00:00,3.64,110.7,0.4914,0.8896,0.0484,306.21,313.07,58.3,52.4,77.5,111.5,90.1,98.25,0.14,12.5,A,0
2025-01-05 12:00:00,3.71,93.9,0.4939,0.9509,0.0556,235.19,244.93,46.0,47.9,87.4,109.6,97.9,97.94,0.11,9.8,B,0
2025-01-05 13:00:00,3.44,111.2,0.6051,0.8811,0.0561,276.36,252.94,74.0,37.2,82.8,110.7,92.7,99.23,0.13,10.1,C,0
2025-01-05 14:00:00,1.96,102.8,0.4443,0.88,0.0397,213.08,227.79,49.5,53.3,82.5,111.0,97.1,103.78,0.1,9.1,A,0
2025-01-05 15:00:00,3.48,148.1,0.6491,0.8954,0.0671,367.35,367.79,104.1,44.0,82.6,107.8,100.7,97.97,0.17,14.7,A,0
2025-01-05 16:00:00,3.55,109.4,0.4463,0.88,0.0428,317.26,326.63,52.7,56.7,88.3,111.2,103.9,98.64,0.14,13.1,C,0
2025-01-05 17:00:00,5.47,88.9,0.5071,0.88,0.052,347.98,324.41,48.9,40.1,82.9,109.6,96.2,103.42,0.16,13.0,A,0
2025-01-05 18:00:00,3.35,108.0,0.4775,0.9005,0.0577,283.15,282.84,53.8,54.2,81.4,107.5,89.5,99.0,0.13,11.3,A,0
2025-01-05 19:00:00,3.74,117.8,0.5099,0.88,0.053,300.49,304.29,65.1,52.7,87.4,109.7,101.3,97.92,0.14,12.2,C,0
2025-01-05 20:00:00,3.47,135.1,0.5356,0.8904,0.0546,372.81,368.55,77.7,57.4,81.6,110.0,102.6,103.73,0.17,14.7,C,0
2025-01-05 21:00:00,2.57,101.2,0.5347,0.88,0.0491,235.8,244.54,59.1,42.0,76.9,111.2,94.7,100.91,0.11,9.8,B,0
2025-01-05 22:00:00,4.41,86.3,0.4398,0.9025,0.0355,247.84,246.17,40.2,46.0,77.4,105.2,101.6,101.5,0.11,9.8,B,0
2025-01-05 23:00:00,4.1,122.3,0.4102,0.88,0.0407,331.76,335.93,53.8,68.4,81.4,110.8,96.7,100.63,0.15,13.4,C,0
2025-01-06 00:00:00,4.13,89.3,0.7003,0.88,0.0754,215.7,232.46,69.3,19.9,82.9,109.0,86.7,102.57,0.1,9.3,A,0
2025-01-06 01:00:00,2.77,103.5,0.4613,0.88,0.0445,218.5,224.29,51.6,51.8,84.5,111.6,91.8,103.36,0.1,9.0,C,0
2025-01-06 02:00:00,4.62,106.1,0.5559,0.9538,0.0576,339.01,316.87,59.0,47.1,79.2,110.0,92.5,100.93,0.15,12.7,A,0
2025-01-06 03:00:00,2.38,109.0,0.3714,0.8988,0.0443,214.62,215.79,41.7,67.2,81.3,109.3,93.2,96.81,0.1,8.6,B,0
2025-01-06 04:00:00,3.97,120.3,0.4776,0.9327,0.0548,324.14,334.32,58.0,62.4,79.6,109.6,90.3,102.19,0.15,13.4,C,0
2025-01-06 05:00:00,5.25,99.7,0.4898,0.9227,0.0511,405.18,400.78,50.2,49.5,85.3,110.7,90.2,100.28,0.18,16.0,C,0
2025-01-06 06:00:00,2.71,105.9,0.5378,0.9937,0.0546,266.5,266.3,54.5,51.4,85.8,111.8,101.7,103.87,0.12,10.7,B,0
2025-01-06 07:00:00,3.05,109.8,0.2822,0.8976,0.0206,256.72,256.04,32.7,77.0,87.9,108.2,86.3,98.61,0.12,10.2,C,0
2025-01-06 08:00:00,3.58,112.2,0.5133,0.9219,0.0482,327.42,293.7,59.7,52.5,83.1,109.3,91.4,100.36,0.15,11.7,C,0
2025-01-06 09:00:00,3.1,111.5,0.408,0.9123,0.0394,306.1,299.08,47.1,64.4,87.6,112.9,98.1,96.85,0.14,12.0,C,0
2025-01-06 10:00:00,2.26,116.5,0.5259,0.9286,0.0483,251.68,241.19,63.2,53.3,79.9,109.3,92.2,103.65,0.11,9.6,C,0
2025-01-06 11:00:00,3.55,122.7,0.4171,0.9323,0.043,337.69,329.32,51.6,71.1,82.6,110.7,97.0,104.98,0.15,13.2,B,0
2025-01-06 12:00:00,2.65,115.9,0.4316,0.88,0.0527,284.74,296.37,53.1,62.8,78.8,107.5,93.0,99.84,0.13,11.9,A,0
2025-01-06 13:00:00,3.88,116.8,0.4781,0.88,0.0554,356.86,328.46,59.9,56.9,83.7,106.6,97.2,100.72,0.16,13.1,B,0
2025-01-06 14:00:00,2.76,86.3,0.4158,0.9061,0.0428,192.68,205.73,37.3,49.0,82.9,107.9,89.8,98.87,0.09,8.2,B,0
2025-01-06 15:00:00,4.74,110.8,0.462,0.901,0.0501,361.85,362.92,53.6,57.1,74.6,108.6,85.7,99.16,0.16,14.5,C,0
2025-01-06 16:00:00,2.87,117.2,0.4045,0.9027,0.0368,264.44,267.25,49.8,67.4,85.3,112.1,93.0,103.38,0.12,10.7,B,0
2025-01-06 17:00:00,3.24,120.9,0.3533,0.9319,0.0427,336.09,318.19,42.3,78.7,84.6,112.3,86.1,99.79,0.15,12.7,C,0
2025-01-06 18:00:00,4.15,99.6,0.5814,0.8877,0.0503,291.66,288.04,63.2,36.4,80.3,106.1,94.7,102.73,0.13,11.5,C,0
2025-01-06 19:00:00,2.52,100.1,0.3963,0.88,0.0442,212.73,229.48,42.2,57.9,82.8,108.9,89.3,101.25,0.1,9.2,A,0
2025-01-06 20:00:00,3.68,101.4,0.4857,0.8858,0.051,311.72,308.44,52.8,48.6,77.5,111.4,89.4,103.55,0.14,12.3,B,0
2025-01-06 21:00:00,4.55,118.0,0.5602,0.8914,0.0522,385.82,367.9,71.5,46.6,79.7,109.8,102.4,100.12,0.18,14.7,B,0
2025-01-06 22:00:00,2.21,125.5,0.4508,0.88,0.044,294.29,304.6,61.1,64.4,87.0,113.0,96.4,104.56,0.13,12.2,C,0
2025-01-06 23:00:00,3.65,103.9,0.434,0.88,0.0377,270.6,275.94,48.9,55.0,78.5,111.3,87.3,106.93,0.12,11.0,C,0
2025-01-07 00:00:00,3.71,123.6,0.5181,0.896,0.0464,325.9,300.35,68.6,55.0,82.0,109.5,94.8,96.2,0.15,12.0,A,0
2025-01-07 01:00:00,4.13,111.9,0.5894,0.9301,0.051,368.81,363.38,68.5,43.3,77.8,109.6,94.3,101.02,0.17,14.5,C,0
2025-01-07 02:00:00,2.51,108.1,0.4065,0.88,0.0445,215.52,231.89,46.8,61.3,83.0,109.9,84.7,101.02,0.1,9.3,A,0
2025-01-07 03:00:00,2.44,106.8,0.488,0.88,0.0548,258.21,245.9,56.1,50.8,83.7,108.3,96.7,99.15,0.12,9.8,C,0
2025-01-07 04:00:00,3.92,121.2,0.3614,0.8937,0.0253,312.02,275.13,46.9,74.3,84.2,111.9,99.8,102.52,0.14,11.0,C,0
2025-01-07 05:00:00,3.74,114.9,0.4685,0.88,0.056,338.74,312.93,57.5,57.4,83.4,111.5,92.9,104.66,0.15,12.5,C,0
2025-01-07 06:00:00,3.7,144.1,0.5027,0.8837,0.0502,326.32,315.95,78.3,65.9,86.3,110.9,93.5,95.38,0.15,12.6,C,0
2025-01-07 07:00:00,3.78,97.2,0.4316,0.88,0.0446,283.26,292.93,45.0,52.2,80.3,110.5,92.2,95.15,0.13,11.7,B,0
2025-01-07 08:00:00,2.96,117.8,0.4634,0.9241,0.039,251.05,243.88,56.5,61.3,78.8,108.0,96.9,106.27,0.11,9.8,A,0
2025-01-07 09:00:00,3.69,102.1,0.3873,0.88,0.0453,335.18,332.81,41.8,60.2,80.2,111.0,93.8,100.58,0.15,13.3,B,0
2025-01-07 10:00:00,3.73,97.0,0.5062,0.9221,0.0516,254.93,225.35,50.6,46.3,78.0,110.3,94.0,101.57,0.12,9.0,B,0
2025-01-07 11:00:00,2.93,109.8,0.5845,0.9214,0.0641,247.87,252.59,66.7,43.2,82.2,114.0,91.0,98.09,0.11,10.1,A,0
2025-01-07 12:00:00,4.99,112.1,0.4122,0.88,0.0473,403.75,376.2,49.1,63.0,81.6,107.4,105.2,101.43,0.18,15.0,C,0
2025-01-07 13:00:00,3.88,153.8,0.4502,0.88,0.0517,402.59,418.11,74.0,79.8,83.4,108.6,93.7,105.41,0.18,16.7,C,0
2025-01-07 14:00:00,2.55,107.2,0.5402,0.88,0.0508,253.5,235.09,63.3,43.9,77.2,106.8,98.5,102.79,0.12,9.4,C,0
2025-01-07 15:00:00,4.03,93.0,0.597,0.88,0.0587,267.17,266.93,61.0,32.1,82.0,109.6,96.3,101.88,0.12,10.7,A,0
2025-01-07 16:00:00,2.72,114.1,0.3805,0.88,0.035,245.51,228.88,46.7,67.4,85.6,106.5,82.2,95.99,0.11,9.2,B,0
2025-01-07 17:00:00,4.13,78.9,0.4865,0.88,0.0531,251.76,248.11,41.3,37.5,83.7,112.4,93.1,103.53,0.11,9.9,B,0
2025-01-07 18:00:00,4.43,108.6,0.5227,0.8931,0.0539,308.87,280.21,60.7,47.9,76.3,112.2,89.2,101.33,0.14,11.2,B,0
2025-01-07 19:00:00,2.84,110.2,0.4918,0.8984,0.0545,270.25,296.14,57.1,53.1,82.0,109.7,99.9,99.48,0.12,11.8,B,0
2025-01-07 20:00:00,4.27,121.9,0.3019,0.88,0.0357,399.49,373.53,38.4,83.5,79.8,108.0,88.7,103.23,0.18,14.9,A,0
2025-01-07 21:00:00,3.83,124.6,0.5401,0.88,0.0454,367.57,349.14,73.9,50.7,82.0,107.0,97.5,98.76,0.17,14.0,B,0
2025-01-07 22:00:00,4.16,102.4,0.6215,0.88,0.0689,331.19,320.91,69.8,32.6,80.9,108.6,100.0,102.98,0.15,12.8,A,0
2025-01-07 23:00:00,5.02,107.7,0.5093,0.88,0.0557,311.77,290.0,59.3,48.4,87.2,111.3,96.4,104.95,0.14,11.6,B,0
2025-01-08 00:00:00,3.3,98.5,0.4175,0.8894,0.0399,252.19,265.67,43.8,54.7,82.3,108.4,95.0,101.76,0.11,10.6,A,0
2025-01-08 01:00:00,2.9,93.1,0.4589,0.88,0.0476,227.25,239.34,46.0,47.1,83.0,113.8,93.0,100.03,0.1,9.6,B,0
2025-01-08 02:00:00,2.79,114.6,0.6416,0.8991,0.0635,298.75,305.59,79.3,35.3,81.9,113.0,94.4,99.58,0.14,12.2,B,1
2025-01-08 03:00:00,2.85,90.9,0.5728,0.9523,0.0604,214.69,211.37,52.2,38.7,83.4,110.0,88.3,102.45,0.1,8.5,B,0
2025-01-08 04:00:00,3.44,103.8,0.5512,0.88,0.0533,227.3,244.17,62.5,41.3,81.3,109.1,95.9,100.0,0.1,9.8,A,0
